#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <prior id="lambdaPrior.cyanolyca" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">0.01</parameter>
#            <OneOnX id="OneOnX.2" name="distr"/>
#        </prior>
#        <distribution id="snapprior.cyanolyca" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.base.inference.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.base.inference.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.cyanolyca" nodetype="snap.NodeData" spec="beast.base.evolution.tree.ClusterTree">
#                <taxa dataType="integerdata" id="snap.cyanolyca" spec="snap.Data">
#                    <taxonset id="cuc_cuc" spec="beast.base.evolution.alignment.TaxonSet">
#                        <taxon id="lyc_cuc_cuc_sorted" spec="beast.base.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="cuc_gua" spec="beast.base.evolution.alignment.TaxonSet">
#                        <taxon id="lyc_cuc_gua_sorted" spec="beast.base.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="lyc_pul" spec="beast.base.evolution.alignment.TaxonSet">
#                        <taxon id="lyc_pul_sorted" spec="beast.base.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="cuc_hon" spec="beast.base.evolution.alignment.TaxonSet">
#                        <taxon id="lyc_cuc_hon_sorted" spec="beast.base.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="cuc_mit" spec="beast.base.evolution.alignment.TaxonSet">
#                        <taxon id="lyc_cuc_mit_sorted" spec="beast.base.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#        <prior id="uPrior.cyanolyca" name="distribution">
#            <parameter id="u" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.4" name="distr"/>
#        </prior>
#        <prior id="vPrior.cyanolyca" name="distribution">
#            <parameter id="v" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.5" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution">
#        <distribution data="@snap.cyanolyca" id="treeLikelihood.cyanolyca" non-polymorphic="false" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.cyanolyca">
#            <siteModel id="MutationSiteModel.cyanolyca" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" mutationRateU="@u" mutationRateV="@v" spec="snap.likelihood.SnapSubstitutionModel"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	u	v	theta0	theta1	theta2	theta3	theta4	theta5	theta6	theta7	theta8	TreeHeightLogger
14000	-6682.331872145809	-6222.057966771927	-460.2739053738821	14.551422326838683	0.5177917931854124	0.15370861497296492	0.1504645871829034	0.08681919413494085	0.0650488316996951	0.12106524696070808	0.09016155179899692	0.21780513257761272	0.014007292353096458	0.1037943487042681	0.05580343739914647
15000	-6683.237071020688	-6231.65607087382	-451.5810001468678	15.23634035712519	0.5169648633202967	0.12728874257387635	0.1333747350721987	0.09314435796066366	0.12046431600199257	0.09500688444993322	0.11888718943884236	0.17703655773129748	0.02558660326509658	0.06776181705489522	0.06789356352965416
16000	-6684.708676152789	-6230.224906330817	-454.4837698219713	15.246547502765193	0.5169531207188071	0.10977289434953655	0.10021518150263783	0.08246092340952481	0.14783821385539203	0.1296097044379868	0.13860516475141446	0.1329778967995227	0.018849765521355585	0.059317876471472374	0.06717966704825828
17000	-6684.7592738013345	-6233.1273552895655	-451.631918511769	17.01649625930944	0.5151363822008611	0.09715428469896457	0.07806357885843929	0.07390966038703285	0.11553029486619815	0.10000843683347295	0.1253732417674724	0.09375119934222134	0.02201779232800341	0.08742297767520267	0.05529001019396501
18000	-6680.504072147701	-6224.521031525601	-455.98304062209974	17.01649625930944	0.5151363822008611	0.1350685332639045	0.11032644132300423	0.07328111533714446	0.09640946398412842	0.11676802258237336	0.14218414589176326	0.09817035521063083	0.013028147183162678	0.09832089177612147	0.04924010219466887
19000	-6678.551930614631	-6222.977100130971	-455.57483048365935	17.990859140408908	0.514293180111572	0.11490052840141102	0.10089989387089078	0.07282685024653238	0.07633398478353734	0.13257098554793703	0.08811758336644147	0.14924496716404995	0.014816065005329126	0.10597045555791092	0.04772878782996118
20000	-6684.72349163499	-6222.985714806937	-461.7377768280535	17.990859140408908	0.514293180111572	0.10465938646827994	0.09984726073933453	0.07179523204613966	0.11366032803415071	0.09551681790044468	0.12991470360271715	0.08951549531912127	0.00990539847249717	0.08599852317680642	0.044915734969406575
21000	-6683.281636285053	-6223.448841314668	-459.83279497038416	17.990859140408908	0.514293180111572	0.10891978503165962	0.13643289915501913	0.06645345380769992	0.09962281745674408	0.11617909609277134	0.13055228292846735	0.11018314083646515	0.010060204608608379	0.10524279910084344	0.045569500129776314
22000	-6692.574010723174	-6229.388449903019	-463.1855608201549	17.990859140408908	0.514293180111572	0.11481979006135627	0.04205182676190045	0.06465446736255533	0.10937339148150219	0.11656424167406272	0.13132954236189165	0.06088625222858723	0.01419890185567364	0.07619022803912034	0.046679385387025575
23000	-6680.683074888425	-6220.987404568486	-459.69567031993813	19.528701472522577	0.5131380483508556	0.1085355916813855	0.08303233369507451	0.06618442221295946	0.07590448889755583	0.08306508460515805	0.0914542481567809	0.1863204336668127	0.013438994073362593	0.08895745789674794	0.044565427673087965
24000	-6686.233606191647	-6228.716753338027	-457.51685285362004	19.528701472522577	0.5131380483508556	0.07987997070947403	0.10844544314507112	0.07150748370149994	0.11874692640065525	0.09767161761608795	0.08372406888138065	0.19050088225071976	0.013722438494693267	0.10708038938696893	0.04019127982424951
25000	-6681.6197095732805	-6229.735904866877	-451.8838047064036	19.10980374720502	0.5134337794957965	0.10321291745365813	0.15494321734446034	0.07921173131174403	0.10920006551347441	0.11178816686382849	0.11289922340177953	0.12523188213002798	0.018144083048182748	0.09751347183645312	0.04271740733935134
26000	-6682.346671796942	-6223.46407118229	-458.88260061465206	17.571316675433984	0.514644447452595	0.1190090035165011	0.12955264335365174	0.07916449014281712	0.0582393958747277	0.10267524849842784	0.10732577331500721	0.15217312774013905	0.014460812934962158	0.05973856019595845	0.0520910491744567
27000	-6685.969015401912	-6216.990222848059	-468.97879255385317	17.571316675433984	0.514644447452595	0.12801600954253098	0.12729219603292868	0.07760917918763226	0.06180600765337338	0.11686791164324223	0.0831229869307328	0.24077361293218547	0.008733420633319344	0.07702644347818295	0.048401391346219666
28000	-6685.1634636614235	-6228.927928210527	-456.2355354508959	15.788228777442958	0.5163524502177037	0.11766376871585135	0.14299366626961812	0.09346802081233761	0.09677458323765177	0.1162590871821373	0.13490916063413663	0.161746938910884	0.019767106042679686	0.1267021209422698	0.048733760046182364
29000	-6681.33270581644	-6220.672017579633	-460.6606882368072	17.69488750351477	0.5145392053276823	0.12083734099459348	0.11802961910473761	0.07771088502250831	0.09415487527364963	0.06575836111981055	0.11004640789419276	0.20250900984063505	0.011904379173083604	0.11586920492002956	0.0453040590596912
30000	-6682.617618520017	-6225.933850892259	-456.6837676277576	18.534243269910817	0.5138625167831196	0.09853345599611894	0.11349567283957046	0.06691905935070357	0.09182695894378175	0.10578883094720176	0.11656267603406728	0.11482429250879554	0.015301695754612245	0.06936200685831477	0.046564088270498016
31000	-6684.3779433152085	-6223.9403214199665	-460.43762189524244	18.534243269910817	0.5138625167831196	0.10190477796423944	0.14069409320766887	0.06311496196094683	0.11821257947501237	0.07622663421192187	0.11351914834997161	0.17755924800460546	0.011429008974904975	0.08257260098513322	0.041083349785894396
32000	-6685.296519594796	-6231.6642401230965	-453.63227947169946	16.920514183224462	0.5152248581993495	0.1111429508589327	0.15969327548518594	0.07499407090966143	0.09085091208926398	0.1054225951970928	0.09357988195830662	0.1647794821542919	0.023319116724113395	0.08930460594273909	0.05924839838571802
33000	-6685.208544196378	-6224.689167578837	-460.51937661754107	18.121208529789815	0.5141874491512519	0.12524680071832495	0.10907712588800729	0.06696662401147752	0.07269956989176875	0.12276081991108062	0.0905685715120196	0.16794547688767908	0.014843802956842322	0.09900303916349486	0.04575904467522254
34000	-6684.758536400499	-6225.690290004275	-459.0682463962238	18.121208529789815	0.5141874491512519	0.10152830678981788	0.18272402194266696	0.07671182302880016	0.10141534570276489	0.0658604083282259	0.08949987166662787	0.182865238732755	0.014492522379590133	0.11992834223625262	0.04247177042285129
35000	-6685.481258868725	-6225.827622168568	-459.6536367001567	18.008970696824488	0.5142783950198364	0.11748151969740828	0.10302015260967462	0.07835278887136962	0.08787323408998919	0.09064233064897992	0.13502370883912646	0.13914552748662015	0.0096412063475812	0.09988385051288912	0.04132641887556107
36000	-6682.548027230464	-6221.775707299834	-460.7723199306305	18.008970696824488	0.5142783950198364	0.10569446378770186	0.05597561784841917	0.0745999918509347	0.08281863939097855	0.10175318181827996	0.08146752018993099	0.15488757026570205	0.01200327987026312	0.10442931810806429	0.04296877428668012
37000	-6682.638998632785	-6226.9841451168195	-455.6548535159657	16.981399297340435	0.5151686149634359	0.13006842592808368	0.08733355542887611	0.06914502844461315	0.0948448880634481	0.13315748175276135	0.11547979545021672	0.16494368049068753	0.017487846991304946	0.0740138858964922	0.04542355924333051
38000	-6679.921925089763	-6227.6728787454485	-452.24904634431493	15.24014196693595	0.516960487935651	0.12678280712214424	0.14333016557090222	0.08139326731935254	0.074553209628961	0.09907388980222923	0.12338682787112708	0.1493108152735741	0.01974328334214072	0.11910356244307971	0.0574558503604477
39000	-6683.351278256615	-6223.143677744843	-460.2076005117718	16.551700739309148	0.5155746736162214	0.11067189640416059	0.15603645969451455	0.07491876441097535	0.09029937715937791	0.08056977741177927	0.14154139685983838	0.14899276605679287	0.01420135994141567	0.05292700738500717	0.05928140806533779
40000	-6682.143844396845	-6227.085978505895	-455.0578658909505	16.90518046607141	0.5152390886840313	0.12717552851026723	0.09201812379497919	0.0854995905834874	0.08994364742822532	0.0982104234013553	0.1112496128372579	0.2286216241475704	0.020709903359187314	0.08274790937582394	0.05393615884330314
41000	-6684.246566593245	-6229.272090999384	-454.974475593861	16.90518046607141	0.5152390886840313	0.12286354694333486	0.07661097889264247	0.07193636960173559	0.07773414021036518	0.09861441251308074	0.12456992102282807	0.16092544257431404	0.023838043562244615	0.05596377575282961	0.06315058628273415
42000	-6685.198836494703	-6234.765476557286	-450.43335993741647	15.786096511371952	0.5163547312300438	0.10289757915977009	0.1345672932423848	0.08534678504291017	0.08598307252994754	0.05521520941463287	0.11629221564757626	0.11840355794972429	0.026992692156488904	0.10698065126990185	0.06011911430542393
43000	-6687.647092887134	-6236.756472140829	-450.89062074630493	15.786096511371952	0.5163547312300438	0.09180545335738277	0.13720311744199581	0.07618763064051684	0.07975383262179897	0.13672838178897312	0.11600855970363892	0.1797921415259463	0.03641985384497341	0.055888397877102834	0.05693513864750771
44000	-6686.785447787961	-6236.429331002124	-450.3561167858369	16.911443697177774	0.5152332728681872	0.08712728346476757	0.11673069708052099	0.07645386494436462	0.06526343920096522	0.17356122020795112	0.1175950775975281	0.1268642841151602	0.03294327833618572	0.07080059375699611	0.059929760348254375
45000	-6679.170595991648	-6223.177728749655	-455.99286724199305	16.911443697177774	0.5152332728681872	0.13302466999389387	0.1201358366663207	0.06918312984485771	0.08923854596095218	0.0995405343754084	0.10288086822412243	0.17942114144856106	0.014760680342797353	0.14693633994652147	0.04124990222323774
46000	-6680.4195910650205	-6224.559705776734	-455.8598852882872	16.911443697177774	0.5152332728681872	0.11145569531932632	0.1165169730823229	0.06658361670599028	0.103858103716	0.08184164589294703	0.12303399482772596	0.1380379305721395	0.014244153994114196	0.16376277804292527	0.04097268046334043
47000	-6682.488471260735	-6224.80983250361	-457.67863875712555	17.455893626909045	0.5147441359034742	0.11374996233358743	0.16478634746933604	0.07534599986857332	0.09728499287222792	0.07930239892214942	0.14698720733606424	0.15585579443697864	0.01502930868717824	0.08636809005918127	0.0533187541386929
48000	-6682.874465415834	-6222.978178647281	-459.8962867685519	17.965625859804376	0.5143138300343049	0.11875446149954422	0.0959244074279637	0.06844924926114819	0.07209963038961124	0.06143493306190609	0.10382440926694465	0.13389279237874174	0.012060665563439014	0.1349782598564242	0.04452610354870179
49000	-6688.675982277395	-6232.1455639020005	-456.53041837539416	17.05317642832063	0.5151028415049258	0.11427005221530073	0.13803928830827444	0.07689551771543576	0.11208956346120608	0.07293477289703948	0.0715227809604721	0.19436809514161527	0.016990136797196284	0.10675970234483055	0.04108483686677698
50000	-6682.172914799553	-6224.580837051582	-457.59207774797085	18.1056004781761	0.5142000268783732	0.09147246239034186	0.09691788553024779	0.07146345683192594	0.06406755399783451	0.09411629159832906	0.11729393236738186	0.1779634121076067	0.014726377751521169	0.09613361436168913	0.04259026276041457
51000	-6686.172669975793	-6227.117745063393	-459.0549249123996	18.1056004781761	0.5142000268783732	0.12183460929797588	0.08716275254874938	0.06648115182539036	0.08396204362255422	0.08220208560055046	0.0701512448975193	0.1389564217971326	0.012888064771973046	0.11093933646862769	0.04505407650843373
52000	-6688.330128531865	-6229.091605225529	-459.23852330633594	19.108612410206273	0.5134346395362012	0.08939648729287118	0.1525849982434616	0.06850054283974256	0.07255054429372122	0.10372674182058914	0.12740015965704538	0.07254885118617209	0.01517210076537883	0.10313802455349598	0.04108827279587822
53000	-6686.2239773227275	-6221.949429897342	-464.2745474253848	20.21191512666634	0.5126826844775625	0.11488869416781088	0.10483979698546396	0.06665287563960422	0.0975282650873641	0.12572347013831625	0.10588330556211052	0.1139069717367698	0.007663249469209743	0.0641422247943975	0.04455902218454819
54000	-6681.368260168581	-6223.2928183551485	-458.0754418134334	18.831085711290978	0.5136380356263357	0.10252626726687929	0.1508402836894945	0.07204167372711297	0.0831383652959438	0.10797391721357229	0.10894709806584549	0.12330439363321696	0.011137323407459581	0.10168086279126398	0.04074684517692646
55000	-6684.9824561137675	-6229.911912002077	-455.0705441116907	18.831085711290978	0.5136380356263357	0.09984638346191768	0.0955598056537825	0.0828501913638804	0.06402745930140603	0.13263032282150028	0.09368732498108878	0.19854608624854975	0.018395996702087882	0.10951817237342407	0.04158044185181646
56000	-6683.110207389499	-6231.490310781426	-451.61989660807296	18.082934590455828	0.5142183319123363	0.1088955470550041	0.11900304313736305	0.07422537091625096	0.05790728979369927	0.08128230213238058	0.08432457884653405	0.15647598904701499	0.028106577576224118	0.07996345673775157	0.045315289667614965
57000	-6682.497731402299	-6225.803095077652	-456.69463632464726	18.19585894460906	0.514127599049164	0.11622534752246994	0.08708520255061457	0.06314208205901188	0.05743547588683016	0.11192704085625067	0.09233359846559766	0.14348171569603413	0.01626802043688732	0.12188036800329144	0.04637852544546622
58000	-6684.119008022145	-6218.9548646499625	-465.1641433721821	18.19585894460906	0.514127599049164	0.11723939757469043	0.20232041984232338	0.07373027378962027	0.05733139302560263	0.06620363698034809	0.08746821947898754	0.2206022221588538	0.01281208540794853	0.11048330120260826	0.044287870783685325
59000	-6683.178723483857	-6219.0430927290145	-464.1356307548421	18.19585894460906	0.514127599049164	0.09686383342808563	0.0811978334746353	0.06527920719089046	0.08116227128188741	0.08772219631553839	0.09556028975764075	0.15300962915653318	0.007898849650872583	0.1453044135402705	0.03870673782528631
60000	-6683.790981793025	-6223.483597531704	-460.30738426132154	18.19585894460906	0.514127599049164	0.12273670913186047	0.08869330357222192	0.0732411020248592	0.07354993996484581	0.08250256426174941	0.09902935521162094	0.13038841012596936	0.01006932924909565	0.13166429603168753	0.04557727567900477
61000	-6682.93060162812	-6222.739123024339	-460.1914786037805	18.16857036237524	0.5141494187063583	0.08975021704378568	0.08044996185349748	0.07135929790995689	0.11242773534973496	0.08938745598252062	0.14610598312848266	0.13650829474758824	0.009848882096088208	0.10947703538605877	0.041954431315424506
62000	-6681.744803852198	-6220.829487453782	-460.9153163984156	20.29313034863719	0.5126306448548809	0.09518736443323211	0.14456945319532946	0.06256507703362389	0.06895736116329315	0.07612508006445941	0.10345743810086862	0.13407037833613578	0.011787685313118485	0.10155433088869868	0.03886137373965679
63000	-6683.844666333884	-6226.310798386467	-457.53386794741664	18.404659325593478	0.513962845952765	0.10080560781098324	0.08771648412895759	0.0643579684573302	0.06746748274945186	0.10924575588432205	0.09293171036192355	0.12016941163226855	0.013377165419250714	0.1512308486686313	0.03486563487009334
64000	-6682.781956777813	-6227.466351079291	-455.31560569852263	18.404659325593478	0.513962845952765	0.10755692396168477	0.08236028314412026	0.06346482525415127	0.06573562277797222	0.08990237664500622	0.12300447323779744	0.15596926603583594	0.019534419524315682	0.08193047040018227	0.04991291943271763
65000	-6688.462500663467	-6226.680737308754	-461.78176335471335	19.575051479852906	0.5131061245241749	0.10397170410524106	0.07250186158389434	0.06461607009891461	0.05748146460624018	0.19987365086796868	0.09250778232261668	0.1317029715578099	0.01519719906272295	0.15331742052360015	0.03641782381622335
66000	-6686.638197592731	-6229.5776896560965	-457.0605079366345	17.031676049188366	0.5151224836039703	0.12794517486885995	0.06201609912133891	0.08253663469662917	0.08625508570151569	0.10958389228119973	0.12666910845107185	0.11864894104609404	0.013841217575458966	0.10276949642638297	0.050408488734364834
67000	-6688.5411713350595	-6225.554838458238	-462.98633287682145	17.031676049188366	0.5151224836039703	0.12031255196967752	0.12401558219817958	0.07842299145234499	0.0869525116164057	0.047710343622195554	0.11762295093059431	0.09401123574672948	0.01342858757103268	0.10776064849149469	0.047712327664198084
68000	-6681.004863444234	-6227.431734820366	-453.57312862386823	15.625734113790205	0.516528123403417	0.12326281565952088	0.08332182573888106	0.08589460775862223	0.10832701618596034	0.11961233235154212	0.1450248507415874	0.20476162560780028	0.020059483060034727	0.09276058956226102	0.05357315609813976
69000	-6684.788301550841	-6233.288648814536	-451.49965273630545	15.513366645433912	0.516651828061232	0.13320034257956354	0.11042747369962728	0.08156627278462268	0.09295001028658656	0.08533914513621144	0.12290895959633025	0.20872768986946738	0.03012701172793437	0.06908655621055355	0.07047260141504508
70000	-6684.6432261859145	-6227.816311717024	-456.8269144688898	15.513366645433912	0.516651828061232	0.1500739528416277	0.09241250484348106	0.09005238874547265	0.10612025897372103	0.16297636328267298	0.1611211615597114	0.1628138906148727	0.018843326975912077	0.10176645912464256	0.060047319041562255
71000	-6686.260103858661	-6234.063709193535	-452.1963946651254	15.513366645433912	0.516651828061232	0.1609994942236607	0.09575651551997019	0.08914658296426721	0.10933725028280364	0.11995595209543612	0.14181491321175704	0.0834105529738511	0.02221748730443064	0.07060018516697028	0.05599305461691538
72000	-6691.460357411997	-6235.292749506167	-456.1676079058306	14.32476543446111	0.5180834894584774	0.10003745766050391	0.07566336741598263	0.0834488802474442	0.1627163586220228	0.17226349168924898	0.17008943218804162	0.05564730892913104	0.023403288013923492	0.09296966460259688	0.06611002915661938
73000	-6692.793358807863	-6237.690355829463	-455.1030029783998	13.847143551218391	0.5187305994755094	0.1627521849769856	0.07188868157974927	0.09240128895436908	0.10044715887023518	0.0559630910898514	0.19288268341159165	0.08846590976199188	0.026080269385394553	0.1266357209162075	0.06765544209032635
